question,answer
Que devient le PTZ en cas de revente du logement ?,"Vérifié le 21 février 2022 - Direction de l'information légale et administrative (Premier ministre) Pour pouvoir vendre (ou faire donation) du logement acheté avec un PTZ : PTZ : Prêt à taux zéro : Si vous décidez de vendre le bien acheté à l'aide d'un PTZ pour acheter une nouvelle résidence principaleLogement occupé au moins 8 mois par an (sauf obligation professionnelle, raison de santé ou cas de force majeure), soit par le locataire ou la personne avec laquelle il vit, soit par une personne à charge (enfant, ascendant de plus de 65 ans, parent handicapé), vous ne pourrez pas obtenir un nouveau PTZ. En effet, le PTZ est réservé aux personnes qui n'ont pas été propriétaires de leur résidence principale au cours des 2 dernières années (primo-accédants). En conséquence, pour obtenir un nouveau PTZ, il vous faudra ne pas avoir été propriétaire de votre résidence principale pendant au moins 2 ans. Mais, si la banque est d'accord, vous pouvez demander un transfert de votre PTZ. À savoir   la banque peut refuser ce transfert, notamment si elle estime que vos capacités de remboursement sont insuffisantes. Le transfert ne concerne que le capital restant dû. Vous continuerez alors à rembourser le PTZ de la même manière qu'auparavant et vous pourrez utiliser les fonds pour acheter votre nouvelle résidence principale. Si le transfert intervient dans les 6 années qui suivent le moment où les fonds du PTZ vous ont été versés, votre achat doit respecter les conditions d'attribution du PTZ en vigueur à la date du transfert. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Garantie co-emprunteur : que faire en cas de divorce ou de séparation du couple ?"
Que faire en cas de difficultés à payer les mensualités d'un crédit immobilier ?,"Vérifié le 09 septembre 2022 - Direction de l'information légale et administrative (Premier ministre) Si vous avez des difficultés passagères pour rembourser votre crédit immobilier, vous pouvez engager plusieurs démarches pour trouver une solution. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Garantie co-emprunteur : que faire en cas de divorce ou de séparation du couple ?"
Existe-il une amende pour abandon de déchets dans la rue ?,"Vérifié le 11 mars 2021 - Direction de l'information légale et administrative (Premier ministre) Oui. Il est interdit de jeter ou d'abandonner ses déchets dans la rue (voie publique ou privée). De même, il est interdit de déposer ses déchets sans respecter les règles de collecte des déchets définies par la mairie (jour, horaires, tri). Dans les 2 cas, ne pas respecter l'interdiction est puni d'une amende. Choisir votre cas Accéder aux informations générales sans renseigner ma situation"
"Peut-on brûler des déchets verts dans son jardin (feuilles, branches, ...) ?","Vérifié le 22 mars 2022 - Direction de l'information légale et administrative (Premier ministre) Non, il est interdit brûler des déchets verts (végétaux secs ou humides) chez soi, que ce soit avec un incinérateur de jardin ou à l'air libre. Dans quel cas le débroussaillage est-il obligatoire ? Que faire en cas d'utilisation abusive d'un barbecue par un voisin ?"
Dans quel cas le débroussaillage est-il obligatoire ?,"Vérifié le 12 avril 2024 - Direction de l'information légale et administrative (Premier ministre) L'obligation de débroussaillage dépend de la situation géographique de votre terrain. Si il n'est pas soumis à l'obligation légale de débroussaillement, le débroussaillement reste recommandé pour diminuer les risques d'incendies. Nous faisons le point sur la réglementation. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que faire en présence d'un terrain non entretenu (en friche ou avec gravats) ? Voir toutes les situations "
Comment obtenir la copie d'un diplôme ?,"Vérifié le 18 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) En cas de perte ou de vol d'un diplôme de l'enseignement secondaire (par exemple : brevet, bac), vous pouvez obtenir une attestation de réussite numérique ou papier. S'il s'agit d'un diplôme d’enseignement supérieur (par exemple : licence, master), vous pouvez obtenir une attestation numérique ou un duplicata papier. Si vous avez changé d'état civil, vous pouvez demander la réédition de votre diplôme avec la prise en compte de ce changement. Choisir votre cas Accéder aux informations générales sans renseigner ma situation"
Peut-on passer un examen de l'Éducation nationale en candidat libre ?,"Vérifié le 28 juillet 2023 - Direction de l'information légale et administrative (Premier ministre) Vous voulez vous inscrire à un examen de l'Éducation nationale (brevet, bac...) ou de l'enseignement supérieur (BTS...) sans avoir suivi les cours dans un établissement scolaire ? Vous passez alors votre examen en candidat libre (également appelé candidat individuel ou candidat non scolaire). Pour cela, vous devez remplir des conditions qui varient selon les diplômes. Les démarches à effectuer pour vous inscrire sont fixées par le rectorat. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Qu'est-ce que l'enseignement à distance de niveau collège ou lycée ou post-bac ? Peut-on se réorienter pendant la première année universitaire ?"
Comment consulter une copie d'examen ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Vous pouvez consulter votre copie sur place (au centre d'examen) ou en ligne. Pour consulter votre copie, vous devez en faire la demande par écrit au centre d'examen. Si vous êtes mineur, la demande doit être faite par votre représentant légalPersonne désignée par la loi pour représenter et défendre les intérêts d'une autre personne. Par exemple, le père ou la mère d'un enfant mineur ou le dirigeant d'un organisme.. Les coordonnées du centre d'examen sont généralement indiquées sur votre convocation. À savoir   les centres de formation et d'enseignement supérieur privés ne sont pas obligés d'accepter votre demande de consultation de copie. Vous pouvez consulter votre copie sur place, sans pouvoir l'emmener. Vous pouvez demander à consulter votre copie pendant un délai d'1 an à partir de la publication des résultats. À la fin de ce délai, les copies sont détruites. Le centre d'examen a 1 mois pour répondre à votre demande. Si, dans ce délai, le centre d'examen ne vous répond pas ou s'il vous refuse la consultation de la copie, vous pouvez faire un recours auprès de la Cada : Cada : Commission d'accès aux documents administratifs. Vous pouvez saisir la CADA dans les 2 mois suivant la notificationFormalité par laquelle un acte de procédure ou une décision est porté à la connaissance d’une personne de la décision ou le refus tacite. Saisir la Commission d'accès aux documents administratifs (Cada) Si vous constatez une erreur matérielle comme, par exemple, une erreur de comptage des points ou de retranscription de la note entre la copie et le relevé de note, vous pouvez contester votre note. Peut-on contester la note obtenue à un examen ? Comment obtenir la copie d'un diplôme ?"
Peut-on contester la note obtenue à un examen ?,"Vérifié le 12 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Oui. Si vous êtes mécontent de la note obtenue à un examen de l'Éducation nationale ou universitaire, vous pouvez demander à consulter votre copie et faire une réclamation. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment consulter une copie d'examen ?"
Quels titres et diplômes sont reconnus comme étant à finalité professionnelle ?,Vérifié le 22 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Il s'agit des titres et diplômes vous permettant d'exercer officiellement une activité professionnelle qualifiée. Ces titres et diplômes à finalité professionnelle sont enregistrés dans le répertoire national des certifications professionnelles (RNCP). Consultation du répertoire national des certifications professionnelles (RNCP) Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle est la nomenclature des diplômes par niveau ?
Un jeune en situation de handicap peut-il avoir un aménagement pour passer ses examens ?,"Vérifié le 01 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Oui. Si vous êtes élève ou étudiant en situation de handicap et que vous préparez un examen de l'éducation nationale (par exemple : brevet, bac, BTS), vos épreuves peuvent être aménagées. Nous vous présentons les informations à connaître. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Enfant handicapé : qu'est-ce que le projet personnalisé de scolarisation (PPS) ? Qu'est-ce qu'un projet d'accueil individualisé (PAI) ?"
